age_years,ssc_percentage,hsc_percentage,degree_percentage,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status,gender_Male,gender_female,gender_male,degree_specialization_Electronics,degree_specialization_Information Technology,degree_specialization_Mechanical,degree_specialization_Others,company_tier_Tier 1 ,company_tier_Tier 2,company_tier_Tier 2 ,company_tier_Tier 3,company_tier_Tier 3 ,job_role_match_Not Matched,experience_category
32,70.17941584,80.41495608,71.57881843,66.20480628,60.24976666,49.46020147,93.34063785,1,Yes,3,Not Willing,Not Relevant,5.456322638,7.587493409,Low,Not Required,0.0,No,0.0,Willing,0,False,False,False,False,False,False,True,False,True,False,False,False,False,Junior
34,60.10645691,65.00928294,76.61319688,85.19097381,77.73553313,65.47554784,77.44152418,0,Yes,2,No,0,5.350495153,7.922923851,Medium,Not Required,15.0,No,0.0,Willing,1,False,False,False,False,False,False,False,False,False,False,False,False,False,Junior
31,56.96382441,61.15316927,64.06417559,66.50451883,53.17203948,54.03893819,75.23998696,3,Yes,0,No,Relevant,5.548064877,5.958233732,Medium,Not Required,15.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,False,False,True,False,True,Fresher
26,53.05855832,59.71446607,71.95575869,55.37497591,65.46583975,61.1065226,61.12970324,2,No,1,Not Willing,Not Relevant,4.975050452,7.944908895,Medium,Not Required,15.0,No,6.0,No,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Junior
33,66.66109527,69.76531096,79.12491186,66.15038342,59.90009355,58.4740429,81.95847453,1,yes ,1,Not Willing,Not Relevant,6.646796151,9.30452595,Low,Not Required,15.0,No,6.0,Willing,0,True,False,False,False,True,False,False,False,False,False,False,False,True,Junior
29,68.03952175,71.50612584,67.35296222,76.22686787,63.63453294,61.96918233,77.10915334,2,No,1,Not Willing,Not Relevant,3.733367959,15.854531475999998,Low,Required,60.0,No,0.0,Willing,0,True,False,False,True,False,False,False,False,False,False,True,False,False,Junior
29,73.03285513,56.2943276,89.39542949,78.62342669,68.13511262,61.29337271,71.86444413,0,Yes,0,Willing,0,3.320651165,3.0,Low,Required,0.0,No,0.0,Willing,1,True,False,False,False,False,False,True,False,False,False,False,False,False,Fresher
28,72.60866018,57.74174301,65.68059335,68.83701204,62.12774326,80.86366704,64.77429215,3,Yes,4,Not Willing,Relevant,5.972858721,3.802945666,Medium,Required,15.0,No,0.0,Willing,1,True,False,False,False,False,True,False,False,False,False,False,False,False,Senior
33,67.89066002,71.33153078,81.49500445,65.8234659,45.08072572,61.78234868,91.25491186,1,No,0,Not Willing,Not Relevant,2.71823983,3.0,High,Not Required,60.0,No,0.0,Not Willing,0,True,False,False,False,False,True,False,False,False,False,True,False,False,Fresher
24,82.38478342,68.9571192,79.3845536,68.43245601,62.18845914,64.5004226,67.96037416,0,Yes,1,Not Willing,Relevant,2.736441229,3.886537375,Medium,Required,30.0,No,6.0,Not Willing,0,True,False,False,True,False,False,False,False,False,False,True,False,False,Junior
26,80.39063352,68.53912398,75.47553959,56.49768959,52.61075862,58.48136074,69.10536701,2,No,1,Willing,Not Relevant,4.308788241,10.13254295,Low,Required,60.0,No,0.0,Willing,0,True,False,False,True,False,False,False,False,False,False,False,False,False,Junior
24,71.661831,72.01438305,77.84685684,86.65634259,63.36843773,81.94647205,73.72217115,0,Yes,1,Willing,Relevant,5.439710411,4.615346797,Medium,Not Required,0.0,No,6.0,Willing,1,False,False,False,False,True,False,False,False,False,False,False,False,False,Junior
22,86.6771573,73.50622107,70.37045068,88.37031608,59.75191465,47.25149204,87.48641342,1,No,0,Not Willing,Not Relevant,7.081324008,6.672581939,Low,Not Required,30.0,No,0.0,Willing,1,False,True,False,False,False,False,False,False,True,False,False,False,False,Fresher
27,72.64599547,68.80571859,59.88281482,68.04332651,76.95968227,86.08809786,75.64429875,2,Yes,3,No,0,5.206236617,10.53480272,Medium,Not Required,0.0,No,6.0,Willing,1,False,False,False,False,False,False,True,False,True,False,False,False,False,Junior
31,86.52136642,61.76198994,73.15117128,62.87023451,57.70433132,65.35868191,85.53779695,1,No,0,Not Willing,Not Relevant,4.460198786,7.348309082,Low,Not Required,15.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Fresher
31,65.78306533,63.27190207,82.18129793,64.25353111,78.85662688,46.76544784,57.90856292,3,No,1,Not Willing,Relevant,6.285116179,8.033681006,Low,Not Required,15.0,No,6.0,Willing,0,False,True,False,False,False,True,False,False,False,False,False,False,False,Junior
24,54.72504018,70.35917538,78.32315621,70.98926441,66.841751,53.64999861,76.86871507,1,Yes,4,Not Willing,Relevant,6.441558429,13.24208654,Low,Not Required,0.0,No,0.0,Not Willing,1,True,False,False,False,False,True,False,False,True,False,False,False,False,Senior
33,67.17594065,71.92001388,74.80488207,89.45373313,61.30609559,60.11239034,84.28190862,2,Yes,0,No,Relevant,2.792291265,3.349974408,High,Required,15.0,No,0.0,Willing,1,True,False,False,True,False,False,False,False,True,False,False,False,False,Fresher
29,66.45193014,88.57031034,81.78980255,60.37428305,68.98724511,58.29081224,60.76372232,3,No,1,Willing,Not Relevant,3.674651778,5.396370132,Medium,Not Required,15.0,No,0.0,Not Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,False,Junior
27,75.66583335,85.12065874,62.40278526,72.79209732,61.07230791,75.18049744,66.92173282,2,No,2,Not Willing,Not Relevant,3.821325151,4.36343043,Medium,Not Required,0.0,No,3.0,No,1,False,False,False,False,False,False,False,False,False,False,False,False,False,Junior
23,67.85947921,67.91227576,70.78014045,53.33421555,66.74969575,66.94725345,71.51665061,2,No,0,No,Not Relevant,6.647225095,8.009459327,Low,Not Required,30.0,No,3.0,Willing,0,True,False,False,True,False,False,False,False,False,False,True,False,False,Fresher
23,83.64430143,75.01387473,75.96008783,70.8075834,46.53378876,64.22712425,57.44794139,0,No,3,Not Willing,Relevant,4.833827274,9.746182049,Medium,Required,60.0,No,0.0,Willing,0,True,False,False,False,True,False,False,False,False,False,False,False,False,Junior
29,75.79229906,58.28077162,84.86801375,58.6529757,59.23545071,69.94499902,92.58211619,1,No,2,No,Relevant,2.942669393,5.746122541,Medium,Not Required,0.0,No,0.0,Willing,0,False,False,False,False,False,False,False,False,False,False,False,False,False,Junior
29,75.68393336,78.14254318,77.62747999,57.07775479,58.89197211,67.41426416,73.18658775,3,Yes,0,Not Willing,Not Relevant,1.0,9.328098423,Medium,Not Required,15.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Fresher
33,76.59142415,65.88958807,76.33272019,63.0813941,66.86414541,63.5094268,67.72856985,1,No,2,Not Willing,Not Relevant,6.383024713,14.59608772,Low,Required,0.0,No,0.0,No,0,True,False,False,False,True,False,False,False,False,False,False,False,False,Junior
31,60.85703001,89.1998595,66.7099426,84.08235394,64.47616363,80.64738396,86.31268559,1,Yes,2,Not Willing,Not Relevant,1.681657571,8.674509421,Low,Not Required,0.0,Yes,3.0,Willing,1,False,False,False,False,False,False,True,False,True,False,False,False,False,Junior
24,73.51445219,73.76990239,67.0697948,59.03892949,64.03124683,72.6322194,54.71269008,0,No,3,No,Not Relevant,5.715602882,5.54875031,Medium,Not Required,60.0,No,0.0,Not Willing,0,True,False,False,False,False,False,False,False,False,False,False,False,False,Junior
31,79.14078627,74.15483971,82.32023737,71.59383833,65.36407536,78.40416575,64.75399651,2,Yes,0,Not Willing,Relevant,7.440837596,6.092455412,Low,Not Required,30.0,No,3.0,Not Willing,1,False,False,False,True,False,False,False,False,True,False,False,False,True,Fresher
33,61.89501549,73.11637074,63.92534753,68.84995769,73.70374384,66.3804545,64.12154163,1,Yes,0,Not Willing,Relevant,6.539926919,3.0,Medium,Not Required,15.0,No,6.0,Not Willing,0,True,False,False,False,False,True,False,False,False,False,True,False,False,Fresher
30,62.73224753,71.97936229,67.92970211,74.77031476,68.24097839,68.64571865,51.75279377,1,No,0,Willing,Not Relevant,4.999278327,11.5619744366,Low,Required,60.0,No,6.0,Not Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Fresher
25,71.3813626,70.72681191,76.36519682,79.5531592,76.93723121,61.17520877,80.49945283,2,No,5,No,Relevant,6.025167656,3.60140425,Medium,Not Required,15.0,No,6.0,Willing,1,True,False,False,False,False,False,True,False,True,False,False,False,False,Senior
30,71.41346286,60.10698038,74.1332286,81.7289211,72.80024924,69.92452324,73.87376556,3,No,4,Willing,Not Relevant,4.472091844,8.977859641,High,Required,0.0,No,0.0,Willing,1,False,False,False,False,True,False,False,False,True,False,False,False,False,Senior
24,63.08552781,62.65105415,74.23770884,63.91875441,60.80549778,76.03599632,72.26841306,0,Yes,1,Not Willing,Not Relevant,4.447521375,9.195824338,Medium,Not Required,0.0,No,0.0,No,0,False,False,False,False,False,False,True,True,False,False,False,False,True,Junior
30,58.65518075,83.71605342,77.93108586,58.43592675,73.12891108,47.48946444,49.77852443,0,Yes,2,No,Not Relevant,3.872044026,6.914674685,High,Not Required,30.0,No,0.0,Willing,0,True,False,False,True,False,False,False,False,False,False,False,False,False,Junior
30,76.67642515,91.91811294,70.50490273,78.39552982,71.18201679,71.96515277,83.73223129,3,Yes,0,Not Willing,Not Relevant,6.495341283,7.720708523,Medium,Not Required,0.0,Yes,3.0,Not Willing,0,True,False,False,False,True,False,False,False,True,False,False,False,True,Fresher
33,80.9026764,52.20974253,65.57644685,53.3499795,71.60032995,73.94655421,94.32444097,1,No,2,Not Willing,Relevant,3.160595694,6.677135019,Low,Not Required,15.0,No,6.0,Willing,0,False,False,False,False,False,False,False,False,False,False,True,False,False,Junior
32,59.55889519,82.94079176,69.97292637,100.0,52.04690073,52.53112573,69.97919951,1,No,4,Not Willing,Not Relevant,2.474421312,13.60204994,Low,Not Required,15.0,No,6.0,Willing,1,False,False,False,False,True,False,False,False,False,False,True,False,False,Senior
34,83.79327364,72.01438305,82.62732539,60.47643794,70.91518233,59.68119024,81.36974812,1,Yes,3,Willing,Relevant,1.0,9.373381738,Low,Required,15.0,No,0.0,Not Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,False,Junior
29,76.22582479,75.58820678,80.88939264,66.93118365,64.88019451,59.96782241,73.71841996,1,No,4,Not Willing,0,9.004676036,8.131436747,Medium,Not Required,30.0,No,0.0,No,0,True,False,False,False,False,True,False,False,True,False,False,False,True,Senior
29,65.5929026,72.01438305,87.53125282,66.78288472,59.88583602,59.91144053,57.83812088,0,Yes,1,Not Willing,Relevant,7.01477844,10.11462766,High,Required,60.0,No,3.0,Willing,0,True,False,False,False,False,True,False,False,False,False,False,False,False,Junior
30,75.70353549,77.71942353,74.58475967,69.8831963,60.89105934,80.88166223,55.19579579,1,Yes,0,Not Willing,Not Relevant,2.559559169,11.05905463,Low,Required,15.0,No,0.0,No,0,True,False,False,False,True,False,False,False,True,False,False,False,False,Fresher
28,84.90247553,80.70389908,79.60724645,65.63633554,69.05437897,73.55054384,93.63280708,1,Yes,2,Willing,Relevant,7.687876422,11.04752073,High,Not Required,0.0,No,0.0,Not Willing,1,False,False,False,False,False,False,True,False,False,False,False,False,False,Junior
32,59.11366243,67.99213373,71.61527086,58.97159324,75.86047728,72.01093212,91.94976774,3,No,3,Not Willing,Relevant,2.978852401,12.14077769,Low,Not Required,0.0,No,0.0,Not Willing,0,False,False,False,True,False,False,False,False,True,False,False,False,True,Junior
32,65.24091394,69.84668557,73.47279632,70.12284145,61.26655052,72.86487266,77.30534049,1, no,0,Not Willing,Not Relevant,5.021896494,6.643127897,Medium,Not Required,60.0,No,6.0,Not Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Fresher
24,62.85537478,71.16852285,74.26367038,65.24876009,74.49352671,62.82806215,56.97878301,1,Yes,1,Willing,Not Relevant,6.91730091,3.0,High,Required,30.0,No,0.0,No,0,True,False,False,True,False,False,False,False,False,False,True,False,False,Junior
28,66.9010486,89.80033664,87.83852393,62.09609179,52.68768734,65.80865587,79.31975926,2,No,3,No,Relevant,5.704719762,5.014903602,Medium,Not Required,0.0,Yes,0.0,Willing,0,True,False,False,False,True,False,False,False,False,False,True,False,True,Junior
26,58.33519152,66.90077976,75.98940212,88.73082128,84.92488081,75.19491703,79.36979862,0,Yes,0,Willing,0,1.886166934,15.565034618,Medium,Not Required,60.0,No,0.0,Willing,1,True,False,False,True,False,False,False,False,False,False,False,False,False,Fresher
33,70.73662976,80.83180781,77.53102737,59.05114699,54.71004861,65.38951549,78.57465217,1,No,0,Not Willing,Not Relevant,3.490894063,7.658997856,Low,Required,0.0,Yes,3.0,Not Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Fresher
27,69.22997635,72.1061549,67.29247284,86.12930944,53.18243599,54.9495533,62.81656631,1,No,4,Not Willing,Relevant,6.363909877,7.696698111,Medium,Not Required,0.0,No,0.0,No,1,False,False,False,False,False,True,False,False,False,False,False,False,False,Senior
31,62.37627559,64.358883,71.36426143,65.69152697,59.32456698,77.86888214,59.01169727,0,Yes,0,Not Willing,Relevant,6.187590151,7.132222773,Low,Not Required,15.0,Yes,0.0,Not Willing,0,True,False,False,False,False,True,False,False,False,False,False,False,False,Fresher
27,78.66434938,78.75836155,77.1764769,80.78243261,63.5685946,74.62033896,87.7679642,1,Yes,0,Not Willing,Relevant,1.0,3.956536656,Medium,Not Required,15.0,No,3.0,Willing,1,False,False,False,False,False,True,False,False,False,False,False,False,False,Fresher
25,60.56937196,83.44424445,73.26866358,56.9366599,60.78754675,54.20209269,69.84816494,0,No,1,Not Willing,0,5.607044199,3.265566937,Medium,Not Required,30.0,No,0.0,Willing,0,False,False,False,False,False,True,False,False,True,False,False,False,False,Junior
24,74.73066278,67.84251273,70.29927328,59.67201403,52.7601665,75.28640382,91.95997446,1,Yes,1,No,Not Relevant,5.843975429,8.467090558,Low,Not Required,60.0,No,3.0,No,0,True,False,False,True,False,False,False,True,False,False,False,False,False,Junior
28,70.55978186,76.96479359,64.59338759,73.02772389,61.19803525,62.69556177,82.99002729,2,No,4,Not Willing,Relevant,5.40741075,6.738691206,Medium,Not Required,15.0,No,0.0,Not Willing,1,False,False,False,False,False,False,False,False,False,False,True,False,False,Senior
28,69.97121038,85.14806589,82.06609242,95.5100075,61.7074492,69.98051271,73.38510638,0,No,0,Not Willing,Relevant,5.208673187,7.284166095,Medium,Not Required,15.0,Yes,0.0,No,0,False,False,False,False,False,False,True,False,False,False,False,False,True,Fresher
30,75.75884748,77.9166707,77.1351603,53.75984421,55.02706275,63.06541152,52.10755914,1,Yes,1,No,Not Relevant,5.331221789,9.20116738,Medium,Not Required,15.0,No,3.0,Willing,0,False,False,False,True,False,False,False,False,False,False,False,False,False,Junior
30,69.30334971,72.44790401,67.94226069,64.07671308,59.0860687,62.05397128,61.80086496,1,Yes,4,Not Willing,0,2.814525003,3.0,High,Not Required,30.0,Yes,0.0,Not Willing,1,False,False,False,False,False,False,False,False,False,False,False,False,False,Senior
33,82.41276611,77.74589753,69.04647953,58.79753382,55.07981521,58.55453665,66.95772321,1,No,5,Willing,Relevant,6.126147707,11.0377797,Medium,Not Required,60.0,No,0.0,Not Willing,0,False,False,False,False,False,False,True,False,True,False,False,False,False,Senior
26,71.90559619,84.83135517,75.08090157,68.96714488,70.77854708,64.74932719,67.66122386,1,Yes,0,Not Willing,Relevant,2.339069626,12.15409462,High,Required,15.0,No,6.0,No,0,False,False,False,False,False,False,True,False,False,False,False,False,False,Fresher
25,77.84908068,68.33999559,83.48604523,93.24659377,64.21930112,65.2885791,95.61772218,0,No,1,Willing,Relevant,6.797120393,5.8415625982,Low,Not Required,0.0,No,0.0,No,1,True,False,False,False,True,False,False,True,False,False,False,False,True,Junior
33,71.69408139,75.26750682,75.89924417,83.22550044,44.49368164,61.30353544,77.73169611,2,Yes,0,Not Willing,Not Relevant,10.41185667,8.688099126,Low,Not Required,0.0,No,0.0,Willing,1,False,True,False,False,False,True,False,False,True,False,False,False,False,Fresher
23,78.1292404,77.33444227,62.95716294,57.35721714,63.0784494,63.38177133,82.36658143,2,No,0,Willing,Not Relevant,1.0,9.621416131,High,Required,30.0,No,6.0,Not Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,True,Fresher
22,68.56631247,88.4702013,86.32866545,73.61689123,62.90719486,69.90922434,55.75100641,0,No,2,No,0,5.282662886,3.699160627,High,Not Required,0.0,No,0.0,Not Willing,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Junior
26,62.93498333,70.27811136,84.15808459,72.46925652,57.13006876,59.95154372,86.6173895,0,Yes,2,Not Willing,Relevant,6.251062176,3.0,Low,Not Required,30.0,No,3.0,Not Willing,1,False,False,False,False,False,True,False,False,True,False,False,False,True,Junior
21,75.81181929,74.35204692,69.97383531,60.87086864,65.38913501,79.00278329,91.95219397,0,Yes,1,Not Willing,Not Relevant,4.399883101,3.561580036,High,Required,60.0,No,0.0,Willing,0,False,False,False,False,False,False,True,False,False,False,True,False,False,Junior
34,62.13497322,64.63795253,81.20004776,77.47518199,57.706777,74.85403845,61.4363031,2,No,1,Willing,Relevant,6.720346816,11.64932882,Low,Not Required,0.0,No,3.0,Willing,1,True,False,False,False,False,True,False,False,False,False,True,False,False,Junior
27,81.89829282,54.84933592,55.8727899,58.52937851,69.5262636,79.43814085,67.45355103,1,Yes,2,Not Willing,0,1.0,7.997865454,Low,Not Required,60.0,No,3.0,Willing,0,True,False,False,False,True,False,False,False,False,False,False,False,False,Junior
24,60.51825269,77.81193334,79.95072097,59.28933893,64.1341266,59.53955765,84.21481126,2,No,0,Not Willing,Relevant,4.271364789,7.009708311,Low,Not Required,30.0,No,3.0,No,0,False,False,False,False,False,True,False,False,True,False,False,False,False,Fresher
29,73.53538488,62.54965586,82.83341308,53.33971182,54.34012042,75.70163473,78.3011851,2,No,1,Not Willing,Relevant,6.614338109,11.14716995,Low,Not Required,0.0,No,0.0,Not Willing,0,True,False,False,False,False,False,False,False,False,False,True,False,False,Junior
25,64.67908476,77.88670078,75.39792074,46.33997977,78.90677649,64.98739059,100.0,2,No,1,Not Willing,Not Relevant,5.795616808,6.413620095,Medium,Not Required,15.0,No,3.0,No,0,False,False,False,False,False,False,False,False,False,False,True,False,False,Junior
27,78.49938185,78.21029492,82.30540545,43.64978743,64.44496637,72.83067522,62.06257129,1, no,0,Not Willing,Relevant,3.820160952,10.03994099,Medium,Not Required,0.0,No,0.0,Willing,0,False,True,False,False,False,False,False,False,False,False,True,False,True,Fresher
21,64.21937818,72.01438305,81.02069492,75.74763141,59.55170625,66.79399648,84.98258077,1,Yes,1,Not Willing,Relevant,8.864410034,7.41650022,High,Not Required,30.0,No,0.0,Not Willing,1,True,False,False,False,False,True,False,False,False,False,False,False,False,Junior
33,68.65838807,67.84982226,71.43828318,84.15256037,78.10313504,53.52345494,72.20781261,3,Yes,0,Willing,Relevant,2.370245708,9.655950485,Low,Not Required,15.0,No,0.0,Not Willing,0,False,False,False,False,True,False,False,False,False,False,False,False,False,Fresher
25,69.97121038,71.59476735,80.40391644,70.18554189,40.0,63.74903854,77.3172809,0,Yes,1,Not Willing,Relevant,5.437263391,7.465469925,High,Not Required,60.0,No,3.0,Not Willing,0,False,False,False,False,False,True,False,False,False,False,False,False,False,Junior
34,77.97748883,69.99852164,71.62066622,70.98579123,63.05265525,67.89599181,97.36759991,1,Yes,0,Willing,Relevant,4.61502013,10.03966573,Low,Required,15.0,No,6.0,Not Willing,0,False,False,False,True,False,False,False,False,False,False,False,False,True,Fresher
22,68.63944835,61.1785792,68.66661946,78.84096681,59.60310982,78.75744592,82.59068119,3,No,1,Willing,Relevant,5.960723803,6.843784408,Low,Not Required,0.0,Yes,0.0,Willing,0,True,False,False,False,False,False,False,False,False,False,True,False,True,Junior
22,69.58057659,61.82523653,81.52212015,79.0343306,74.4339739,73.79462602,79.21973758,1,Yes,1,Not Willing,Relevant,1.145904197,3.667985115,Medium,Not Required,0.0,No,0.0,Willing,1,True,False,False,False,False,False,False,False,False,False,False,False,False,Junior
31,74.38014604,68.48417816,69.00308948,40.0,75.64962328,72.30378982,45.0,1,No,4,Willing,Relevant,2.165126964,5.926477197,High,Not Required,15.0,No,0.0,Not Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Senior
29,80.67030762,75.66763665,67.59658685,67.88201963,62.24824797,45.15120824,54.77945789,0,Yes,3,Not Willing,Relevant,1.686766037,9.812993268,Low,Required,15.0,No,0.0,Willing,0,False,True,False,False,False,False,True,False,True,False,False,False,False,Junior
30,71.47825755,73.86813536,72.87037366,72.96962277,53.10877174,62.13323448,85.58656574,1,Yes,1,No,Not Relevant,4.369326416,4.751654185,Low,Not Required,0.0,No,0.0,Not Willing,1,False,False,False,False,False,True,False,False,True,False,False,False,False,Junior
23,61.08100762,78.79204293,75.68256793,91.60901685,68.36818512,86.38395301,93.66608513,1,No,2,Not Willing,0,5.620796161,11.65759499,Medium,Required,30.0,No,0.0,No,0,True,False,False,False,True,False,False,False,True,False,False,False,True,Junior
25,69.95646494,54.30434747,76.83626644,59.19140856,65.48798662,72.94915871,73.4683098,1,Yes,3,Not Willing,Not Relevant,1.625530501,5.25701084,Low,Not Required,15.0,Yes,6.0,Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Junior
24,69.97121038,78.79761397,90.85356598,55.32607253,59.2075595,76.05287044,71.74286769,2,Yes,1,Willing,Relevant,6.568928861,7.318727203,Medium,Not Required,30.0,No,0.0,Willing,0,False,False,False,False,True,False,False,False,False,False,True,False,False,Junior
24,73.95261598,65.78561525,85.56495805,57.68638174,68.31301575,59.28800163,88.63690638,0,Yes,1,No,0,6.469673894,8.265065627,High,Required,30.0,Yes,0.0,Not Willing,0,True,False,False,False,False,True,False,False,True,False,False,False,False,Junior
30,69.97121038,59.87612164,71.47345193,71.54794047,65.84291868,65.57392619,79.52236158,0,Yes,0,Willing,Relevant,3.845407534,5.690713156,Medium,Required,15.0,No,0.0,Willing,1,True,False,False,True,False,False,False,False,True,False,False,False,False,Fresher
29,79.99054384,67.01179746,71.25766455,71.63351438,70.21793204,59.16487681,58.58728811,0,No,0,Not Willing,0,4.600971205,5.192028532,Medium,Required,0.0,No,0.0,Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,False,Fresher
32,66.38277071,75.34348047,64.51060423,73.62975317,57.24779258,63.27562373,77.73033724,0,yes ,3,No,Relevant,7.474413004,5.408203978,Low,Required,15.0,No,3.0,Willing,1,True,False,False,False,False,False,True,False,False,False,True,False,False,Junior
29,73.156838,69.66362931,73.78114026,68.43870495,58.06018631,63.07690631,53.17262759,1,No,0,Not Willing,Relevant,4.168403356,7.611537384,Medium,Not Required,0.0,No,3.0,Not Willing,0,False,False,False,True,False,False,False,False,False,False,False,False,False,Fresher
34,73.05731077,61.59433258,77.6099164,50.83069576,76.4532715,72.94575343,60.83583695,3,No,1,Not Willing,Relevant,6.537750565,6.83905335,Medium,Not Required,0.0,No,0.0,Not Willing,0,False,False,False,False,False,True,False,False,False,False,False,False,False,Junior
34,51.10552025,66.94266895,69.56640924,87.07483488,75.82785572,76.42158736,66.06866623,2,Yes,3,No,Relevant,6.183242352,9.742269377,Medium,Not Required,30.0,No,0.0,Not Willing,1,False,False,False,False,False,False,True,False,False,False,False,False,True,Junior
31,77.5523374,75.82806095,76.51196702,43.08164523,50.99534145,89.26440723,63.52742362,1,No,1,Willing,0,6.618141706,3.643675009,Low,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,False,False,False,False,False,Junior
32,73.8329501,77.44407082,90.20539798,66.45643873,69.81082964,73.67795939,73.52575218,0,Yes,0,Not Willing,Relevant,3.504613113,5.61562411,High,Not Required,60.0,No,0.0,Willing,1,False,False,False,True,False,False,False,False,False,False,True,False,False,Fresher
34,78.15653214,63.86658728,66.84860583,82.44526696,73.11321829,79.11176473,60.31302806,0,No,0,No,Not Relevant,3.88208625,9.140000773,Low,Not Required,15.0,No,0.0,No,0,True,False,False,False,False,False,True,False,True,False,False,False,True,Fresher
23,69.28335929,55.34639491,86.4052086,80.50194964,65.03515265,50.30748206,57.32875519,0,No,1,Not Willing,Relevant,4.4218335,9.149934621,Low,Not Required,0.0,Yes,6.0,Willing,0,False,False,False,False,False,True,False,False,False,False,False,False,False,Junior
30,78.6751539,73.76140866,67.51577435,63.64197396,72.01572007,45.67695861,84.24172178,0,No,2,Willing,Relevant,5.269291386,10.40325193,High,Not Required,0.0,No,6.0,Not Willing,0,True,False,False,True,False,False,False,False,True,False,False,False,False,Junior
26,70.39134246,71.31602161,88.49893882,57.98291771,76.3342734,78.18729024,75.47894594,0,Yes,4,Not Willing,Relevant,9.900550766,4.50039018,Medium,Not Required,15.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,False,False,False,False,False,Senior
31,55.4186512,69.29277659,69.93799257,66.84155577,65.39427525,66.12311978,84.1353017,2,Yes,1,Not Willing,Relevant,5.267938147,11.23277271,Low,Required,30.0,No,6.0,Willing,0,False,False,False,False,False,False,False,False,False,False,False,False,True,Junior
22,65.71004713,72.99229912,72.45748596,57.88640417,73.58397641,66.57253874,75.23562769,2,No,3,No,Not Relevant,4.808409359,3.0,Low,Not Required,15.0,No,0.0,No,0,True,False,False,False,False,True,False,False,True,False,False,False,True,Junior
29,66.54910038,70.30632064,74.59942877,54.32427406,55.97424055,67.2588228,84.35427618,1,Yes,1,Not Willing,0,5.570893934,11.33314568,Low,Not Required,0.0,No,0.0,Willing,0,False,False,False,False,True,False,False,False,True,False,False,False,True,Junior
28,64.38786475,86.69896829,85.61490103,62.98854537,68.17472279,62.03884652,80.16401955,1,Yes,1,Not Willing,Not Relevant,7.958172512,5.961632849,High,Not Required,0.0,No,0.0,Willing,0,False,False,False,True,False,False,False,False,False,False,False,False,False,Junior
21,70.30914313,84.43587658,69.46230201,85.10554403,56.87820145,57.73972208,89.46006755,0,No,2,Not Willing,Relevant,1.0,5.304122801,Low,Not Required,15.0,No,0.0,Willing,1,False,False,False,False,False,False,False,False,False,False,True,False,False,Junior
32,71.70835236,69.37260067,68.90031923,55.72596127,47.5143691,67.56672366,60.75674057,3,No,0,Willing,Relevant,1.469113198,8.419421011,High,Required,0.0,No,0.0,Willing,0,True,False,False,True,False,False,False,False,False,False,False,False,False,Fresher
22,67.89388666,80.86490474,80.82733818,72.77516945,61.80399028,65.6960512,82.25222182,1,Yes,0,Willing,Relevant,7.463079839,7.215106975,Medium,Not Required,30.0,No,3.0,Not Willing,0,False,False,False,False,False,False,False,False,False,False,True,False,True,Fresher
27,74.36606975,69.1898425,64.29144135,79.29624937,60.71107854,64.78568342,73.60618876,3,No,2,Not Willing,Relevant,2.129246264,10.40625828,High,Required,0.0,No,3.0,Willing,0,False,False,False,False,True,False,False,False,False,False,False,False,False,Junior
29,70.79060216,66.65297184,73.05332981,92.27256529,73.56729692,67.44428235,69.11442186,2,No,0,No,Not Relevant,6.677526763,5.697831522,Low,Required,30.0,No,3.0,Not Willing,0,True,False,False,False,False,True,False,False,True,False,False,False,False,Fresher
30,79.52503103,64.82255172,70.9735764,61.48449402,70.52986421,60.24704921,50.32230295,0,Yes,3,Willing,Relevant,1.0,7.114926682,Low,Required,0.0,No,3.0,Willing,0,False,True,False,False,False,True,False,False,False,False,False,False,False,Junior
30,72.14387253,78.0600226,87.98987529,81.89788021,70.84840244,45.94270348,66.23477803,1,Yes,1,No,Not Relevant,5.699284496,8.25486247,Medium,Not Required,30.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
